,t,I_out
638,0.0319,-13.4277
639,0.03195,-13.1226
640,0.032,-13.4277
641,0.03205,-12.8174
642,0.0321,-12.8174
643,0.03215,-12.8174
644,0.0322,-12.8174
645,0.03225,-13.1226
646,0.0323,-13.4277
647,0.03235,-13.1226
648,0.0324,-13.7329
649,0.03245,-14.0381
650,0.0325,-13.4277
651,0.03255,-13.4277
652,0.0326,-13.1226
653,0.03265,-13.1226
654,0.0327,-13.1226
655,0.03275,-13.1226
656,0.0328,-13.1226
657,0.03285,-13.1226
658,0.0329,-13.4277
659,0.03295,-13.4277
660,0.033,-13.4277
661,0.03305,-13.7329
662,0.0331,-13.7329
663,0.03315,-13.7329
664,0.0332,-13.7329
665,0.03325,-13.4277
666,0.0333,-13.7329
667,0.03335,-14.3433
668,0.0334,-14.0381
669,0.03345,-13.7329
670,0.0335,-13.7329
671,0.03355,-13.7329
672,0.0336,-13.4277
673,0.03365,-13.1226
674,0.0337,-13.1226
675,0.03375,-12.8174
676,0.0338,-12.8174
677,0.03385,-13.1226
678,0.0339,-13.1226
679,0.03395,-13.7329
680,0.034,-13.7329
681,0.03405,-13.7329
682,0.0341,-13.7329
683,0.03415,-13.4277
684,0.0342,-13.1226
685,0.03425,-13.1226
686,0.0343,-13.4277
687,0.03435,-12.8174
688,0.0344,-12.8174
689,0.03445,-13.1226
690,0.0345,-13.1226
691,0.03455,-12.8174
692,0.0346,-12.8174
693,0.03465,-12.207
694,0.0347,-12.5122
695,0.03475,-12.207
696,0.0348,-12.207
697,0.03485,-12.8174
698,0.0349,-13.1226
699,0.03495,-13.4277
700,0.035,-13.1226
701,0.03505,-13.4277
702,0.0351,-13.4277
703,0.03515,-13.4277
704,0.0352,-13.7329
705,0.03525,-13.4277
706,0.0353,-13.1226
707,0.03535,-13.7329
708,0.0354,-13.7329
709,0.03545,-13.4277
710,0.0355,-13.4277
711,0.03555,-13.1226
712,0.0356,-13.4277
713,0.03565,-13.4277
714,0.0357,-13.4277
715,0.03575,-13.4277
716,0.0358,-13.4277
717,0.03585,-13.7329
718,0.0359,-13.7329
719,0.03595,-13.4277
720,0.036,-13.7329
721,0.03605,-14.0381
722,0.0361,-13.4277
723,0.03615,-13.4277
724,0.0362,-13.7329
725,0.03625,-13.4277
726,0.0363,-13.7329
727,0.03635,-13.4277
728,0.0364,-13.1226
729,0.03645,-13.4277
730,0.0365,-13.4277
731,0.03655,-13.4277
732,0.0366,-13.1226
733,0.03665,-13.1226
734,0.0367,-13.1226
735,0.03675,-13.1226
736,0.0368,-13.4277
737,0.03685,-13.7329
738,0.0369,-13.1226
739,0.03695,-13.4277
740,0.037,-13.7329
741,0.03705,-13.4277
742,0.0371,-13.4277
743,0.03715,-13.7329
744,0.0372,-14.0381
745,0.03725,-13.7329
746,0.0373,-13.7329
747,0.03735,-13.1226
748,0.0374,-12.8174
749,0.03745,-12.8174
750,0.0375,-13.1226
751,0.03755,-12.8174
752,0.0376,-12.8174
753,0.03765,-13.1226
754,0.0377,-12.8174
755,0.03775,-12.5122
756,0.0378,-12.8174
757,0.03785,-12.5122
758,0.0379,-12.5122
759,0.03795,-12.5122
760,0.038,-12.8174
761,0.03805,-13.1226
762,0.0381,-12.8174
763,0.03815,-12.8174
764,0.0382,-12.207
765,0.03825,-11.9019
766,0.0383,-11.9019
767,0.03835,-11.9019
768,0.0384,-11.5967
769,0.03845,-11.2915
770,0.0385,-11.5967
771,0.03855,-11.5967
772,0.0386,-11.5967
773,0.03865,-11.9019
774,0.0387,-11.5967
775,0.03875,-12.207
776,0.0388,-12.207
777,0.03885,-11.9019
778,0.0389,-12.207
779,0.03895,-12.207
780,0.039,-12.5122
781,0.03905,-12.207
782,0.0391,-12.207
783,0.03915,-11.9019
784,0.0392,-12.5122
785,0.03925,-12.207
786,0.0393,-11.5967
787,0.03935,-11.5967
788,0.0394,-11.9019
789,0.03945,-11.5967
790,0.0395,-11.9019
791,0.03955,-11.9019
792,0.0396,-11.9019
793,0.03965,-11.9019
794,0.0397,-12.207
795,0.03975,-11.9019
796,0.0398,-11.9019
797,0.03985,-11.2915
798,0.0399,-11.2915
799,0.03995,-10.9863
800,0.04,-10.9863
801,0.04005,-11.5967
802,0.0401,-11.9019
803,0.04015,-12.207
804,0.0402,-12.5122
805,0.04025,-12.8174
806,0.0403,-12.5122
807,0.04035,-13.1226
808,0.0404,-12.8174
809,0.04045,-12.207
810,0.0405,-12.207
811,0.04055,-12.207
812,0.0406,-12.207
813,0.04065,-12.207
814,0.0407,-11.9019
815,0.04075,-12.207
816,0.0408,-12.5122
817,0.04085,-12.5122
818,0.0409,-12.207
819,0.04095,-12.8174
820,0.0409999999999999,-12.8174
821,0.04105,-13.1226
822,0.0411,-13.4277
823,0.04115,-13.1226
824,0.0412,-13.4277
825,0.04125,-14.0381
826,0.0413,-13.7329
827,0.04135,-13.7329
828,0.0414,-13.7329
829,0.04145,-13.7329
830,0.0415,-13.7329
831,0.04155,-13.7329
832,0.0416,-13.4277
833,0.04165,-13.4277
834,0.0417,-13.7329
835,0.04175,-13.1226
836,0.0418,-13.4277
837,0.04185,-13.4277
838,0.0419,-13.1226
839,0.04195,-13.1226
840,0.042,-12.8174
841,0.04205,-12.207
842,0.0421,-12.207
843,0.04215,-12.207
844,0.0422,-11.9019
845,0.04225,-11.9019
846,0.0423,-12.207
847,0.04235,-12.207
848,0.0424,-12.8174
